Name,Comment,tone
Daljit Daljit,Gandi government of India,{'document_tone': {'tones': []}}
Confused Soul,"The way this bill was passed in Rajya Sabha has left me in shock. This is something that everyone should be really worried about. Everything else can be debated but the way this bill was passed is something no one in their right mind would agree with.<br><br>The opposition wasn’t even allowed to speak.<br><br>The Rajya Sabha TV was cut off when the members of the opposition were actually speaking.<br><br>The opposition wanted to send the resolutions to the committee and they weren’t able to.<br><br>The opposition wanted a vote on Farmer’s bill, that did not happen either.<br><br>Gone are the days when the democracy was destroyed by a complete dictatorship. Now the dictators create an illusion of democracy. This is what is happening now. The opposition is in jail in Kashmir, the journalists are in jail, the dissent is being silenced with the help of draconian laws like UAPA.<br><br>This is what happens when you put uncivilized people in charge of the nation. They have never learnt to follow the rules. Modi cares about BJP first, then about the country. He needs those funds through those electoral bonds to fight the elections. This bill is what the corporates get in exchange for those juicy bonds.","{'document_tone': {'tones': [{'score': 0.601607, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'The way this bill was passed in Rajya Sabha has left me in shock.', 'tones': []}, {'sentence_id': 1, 'text': 'This is something that everyone should be really worried about.', 'tones': [{'score': 0.81149, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.928936, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'Everything else can be debated but the way this bill was passed is something no one in their right mind would agree with.<br><br>The', 'tones': []}, {'sentence_id': 3, 'text': 'opposition wasn’t even allowed to speak.<br><br>The', 'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 4, 'text': 'Rajya Sabha TV was cut off when the members of the opposition were actually speaking.<br><br>The', 'tones': [{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 5, 'text': 'opposition wanted to send the resolutions to the committee and they weren’t able to.<br><br>The opposition wanted a vote on Farmer’s bill, that did not happen either.<br><br>Gone', 'tones': []}, {'sentence_id': 6, 'text': 'are the days when the democracy was destroyed by a complete dictatorship.', 'tones': [{'score': 0.516465, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 7, 'text': 'Now the dictators create an illusion of democracy.', 'tones': []}, {'sentence_id': 8, 'text': 'This is what is happening now.', 'tones': []}, {'sentence_id': 9, 'text': 'The opposition is in jail in Kashmir, the journalists are in jail, the dissent is being silenced with the help of draconian laws like UAPA.<br><br>This is what happens when you put uncivilized people in charge of the nation.', 'tones': []}, {'sentence_id': 10, 'text': 'They have never learnt to follow the rules.', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 11, 'text': 'Modi cares about BJP first, then about the country.', 'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 12, 'text': 'He needs those funds through those electoral bonds to fight the elections.', 'tones': []}, {'sentence_id': 13, 'text': 'This bill is what the corporates get in exchange for those juicy bonds.', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
Sayon Mondal,Khub darun lojjar bepar,{'document_tone': {'tones': []}}
gongati saikiran,NDTV is congress&#39; chamcha,{'document_tone': {'tones': []}}
Tejaswi Pant,Why this is not being shown by most news channels???,{'document_tone': {'tones': []}}
TRG,"KISAN UNION ZINDABAD PUNJAB, NO FARMER NO FOOD zindabad",{'document_tone': {'tones': []}}
TRG,"KISAN UNION ZINDABAD PUNJAB, NO FARMER NO FOOD zindabad",{'document_tone': {'tones': []}}
TRG,"KISAN UNION ZINDABAD PUNJAB, NO FARMER NO FOOD zindabad",{'document_tone': {'tones': []}}
Phoiai Konyak,"Let the Farmers be the boss for a change.  No more rotting of their produces and most importantly no more sucide.  No offense to anyone but farmers of punjab and haryana are far from what could classified as poor farmers and yet the poor farmers of maharastra, UP, Bihar are not protesting but relatively properous landowners of Punjab and haryana are.  State govr and APMCs of some states band together to suck FCI dry  and hoard most of denefit of FCI and MSP, even though its for whole of nation but who cares, its not like most farmers sympathizers actually care or know about farmers anyway.   P.S  M not a supporter of BJP/RSS  but doesnt mean whatever they do is always 100% negative. in simple m not bias :-)","{'document_tone': {'tones': [{'score': 0.655773, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.628182, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.692466, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.825165, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Let the Farmers be the boss for a change.', 'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'No more rotting of their produces and most importantly no more sucide.', 'tones': [{'score': 0.963079, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'No offense to anyone but farmers of punjab and haryana are far from what could classified as poor farmers and yet the poor farmers of maharastra, UP, Bihar are not protesting but relatively properous landowners of Punjab and haryana are.', 'tones': [{'score': 0.701245, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.628267, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': 'State govr and APMCs of some states band together to suck FCI dry  and hoard most of denefit of FCI and MSP, even though its for whole of nation but who cares, its not like most farmers sympathizers actually care or know about farmers anyway.', 'tones': [{'score': 0.771163, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.659112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 4, 'text': 'P.S  M not a supporter of BJP/RSS  but doesnt mean whatever they do is always 100% negative.', 'tones': [{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 5, 'text': 'in simple m not bias :-)', 'tones': [{'score': 0.842104, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
bosudeb mondal,"Deputi speaker ke samne rule book farna, deputi speaker ke samnese micro phone 6inlena kansi democracy he.",{'document_tone': {'tones': []}}
Idyll Lifestyle,There is nothing wrong with this bill..... farmers should have their right to sale to whoever they want....,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Idyll Lifestyle,To give more independent to Farmers for sale their products...Whats the wrong? .....ye logo ko kui fhaat raha hai?...,"{'document_tone': {'tones': [{'score': 0.575034, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'To give more independent to Farmers for sale their products...Whats the wrong?', 'tones': [{'score': 0.782675, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '.....ye logo ko kui fhaat raha hai?...', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Praveen Chukka,Jio Mart Monopoly Bill,{'document_tone': {'tones': []}}
Prof MG Chandrakanth Mysore,NDTV seems to be biased in reporting,"{'document_tone': {'tones': [{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
,,{'document_tone': {'tones': []}}
mukesh reddy,I am a farmer the bill given by bjp was very good for farmers and the state governments was fighting against the bill because they will loose they camishans in markets and Muslims never support bjp and his activities they are giving bad comments that&#39;s it,"{'document_tone': {'tones': [{'score': 0.586312, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
Parameswari Satheesh,The  government  didn&#39;t have  numbers but the bill get  passed   but  it  is  also  seen  as  an achievement of  bjp  🙄  god  can only save indian  democracy,{'document_tone': {'tones': []}}
Sudeshna Mallick,Your channel&#39;s volume without earphones is very low.,"{'document_tone': {'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
HappilyIndian,Desi Gobar Khad for our Farmers please.... PROMOTE NATURAL FARMING... no more toxic pesticide &amp; infection prone expensive Gmo seeds 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,"{'document_tone': {'tones': [{'score': 0.537277, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
ANIL JOSHI,Ye vo Kutte hai jo desh ko dubbane mai haath age bdayenge bss,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Ajit Kumar,How this bill becomes controversial when it is passed from Rajya sabha,{'document_tone': {'tones': []}}
Ajit Kumar,Shame to opposition for this behaviour,"{'document_tone': {'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
John Jasmine,RandiTV being RandiTV,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Name,We don&#39;t care what dirty politics CPI and Congy plays on farm bill. Country knows the govt passed bill in favour of small and marginal farmers to make profit to sell outside APMC mandis. Till date middle man has minted money. We support center on farm bill 2020.,"{'document_tone': {'tones': [{'score': 0.531525, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'We don&#39;t care what dirty politics CPI and Congy plays on farm bill.', 'tones': []}, {'sentence_id': 1, 'text': 'Country knows the govt passed bill in favour of small and marginal farmers to make profit to sell outside APMC mandis.', 'tones': [{'score': 0.513023, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'Till date middle man has minted money.', 'tones': []}, {'sentence_id': 3, 'text': 'We support center on farm bill 2020.', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Dream Big,I support farm bills...Farmers should be giving right to sell at any place and for any price!! Middle men are looting farmer for 60 years!! Most middle men are councilors and party men....I support farm bill!! This is long pending demand of farmer to eliminate Middle men...Only punjabis and haryana is not only farming people in india!! See other country farmers they are doing suicide with current laws,"{'document_tone': {'tones': [{'score': 0.64502, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.827288, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'I support farm bills...Farmers should be giving right to sell at any place and for any price!! Middle men are looting farmer for 60 years!!', 'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'Most middle men are councilors and party men....I support farm bill!!', 'tones': []}, {'sentence_id': 2, 'text': 'This is long pending demand of farmer to eliminate Middle men...Only punjabis and haryana is not only farming people in india!! See other country farmers they are doing suicide with current laws', 'tones': [{'score': 0.744114, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.754414, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Shazaf Khan,no electronic voting ......why?????,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
JK Rana,Maroo maroo salo kooo,{'document_tone': {'tones': []}}
Soumit Parida,"LOG WOHI BISWAS KARENGE, JO NEWS CHANNEL DIKHAYENGE. NDTV IS ANTI-NATIONAL","{'document_tone': {'tones': [{'score': 0.587648, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'LOG WOHI BISWAS KARENGE, JO NEWS CHANNEL DIKHAYENGE.', 'tones': [{'score': 0.528753, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'NDTV IS ANTI-NATIONAL', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Soumit Parida,"AS EXPECTED, NDTV SAYS IT &quot;TWO CONTROVERSIAL BILLS&quot; .. LOL",{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Amrik Singh,sab. modi...........gandu.  krwa. raha. or kio nhi.  .,"{'document_tone': {'tones': [{'score': 0.987926, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'sab. modi...........gandu.', 'tones': []}, {'sentence_id': 1, 'text': 'krwa.', 'tones': []}, {'sentence_id': 2, 'text': 'raha.', 'tones': []}, {'sentence_id': 3, 'text': 'or kio nhi.  .', 'tones': [{'score': 0.994446, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
Saif,Wait?<br>Is this the death of Democracy?,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
FF ARMY GAMING,Wow Bhai,"{'document_tone': {'tones': [{'score': 0.703864, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Muskan Thoughts,😂😂😂😂😂😂,{'document_tone': {'tones': []}}
Syed Ahmed,Really wrong things happen save India’s save India humanity,"{'document_tone': {'tones': [{'score': 0.579281, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
,,{'document_tone': {'tones': []}}
Rajpreet Singh,Modi gandu sala BJP,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
amars841,Why speaker did not allowed  on division vote &quot; Division Vote&quot;,"{'document_tone': {'tones': [{'score': 0.604268, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Alok Sharma,Fck off BJP,{'document_tone': {'tones': []}}
GetRektFN,“Who else came straight to the comments?😂”<br><br>ᴍʀ ʙᴇᴀsᴛ ᴄᴏᴍᴍᴇɴᴛᴇᴅ ᴏɴ ᴍʏ ɴᴇᴡᴇsᴛ ᴠɪᴅᴇᴏ ɪᴍ ʟɪᴛᴇʀᴀʟʟʏ ᴄʀʏɪɴɢ ᴀɴᴅ sʜᴀᴋɪɴɢ🐝,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': '“Who else came straight to the comments?😂”<br><br>ᴍʀ', 'tones': []}, {'sentence_id': 1, 'text': 'ʙᴇᴀsᴛ ᴄᴏᴍᴍᴇɴᴛᴇᴅ ᴏɴ ᴍʏ ɴᴇᴡᴇsᴛ ᴠɪᴅᴇᴏ ɪᴍ ʟɪᴛᴇʀᴀʟʟʏ ᴄʀʏɪɴɢ ᴀɴᴅ sʜᴀᴋɪɴɢ🐝', 'tones': []}]}"
,,{'document_tone': {'tones': []}}
